buoyid,alpha_real,alpha_imag
K385D20200918H22,0.026957583318012943,0.009823326821140857
K386D20200910H11,0.051163261696807696,-0.004824326133977638
K387D20200910H11,0.014597460412333776,0.034273420022635975
K387D20200916H20,-0.0034103376182200184,-0.0049642876596607665
K388D20200910H11,0.011187381882700695,-0.019760712219013363
K389D20200910H12,0.01905627029507149,0.01497051640877269
K590D20200911H11,0.03922094404595246,-0.013603102216706393
M501D20200911H12,-0.00376516368933224,0.008477124604276855
M501D20200917H12,-0.04795534406125638,0.034791565195975566
M502D20200910H18,0.013452084992031396,0.011004748375193949
M503D20200910H18,0.02957723986796716,0.07840477619116007
M504D20200910H18,0.02648299634098022,0.03373077342835543
M506D20200910H18,0.02627693935405776,0.014125235347451656
M507D20200910H17,0.05134385017233591,0.08548750188254224
M508D20200910H18,0.007880493820652342,0.14908456161697034
M509D20200910H17,0.018753730327743936,0.019190135484080356
M510D20200910H17,0.01882068940256559,0.03257426894537126
M510D20200915H10,0.06856166462329136,0.010015387777875787
M512D20200910H18,0.02464495966003067,0.012783805987509899
M513D20200910H17,0.051647609481306166,0.09242419213553126
M514D20200910H17,0.042872403813843815,0.004647867416095734
M515D20200910H17,-0.007852140074070126,0.02661382463550697
M516D20200910H17,0.007665664797051129,0.030426771933342044
M517D20200910H17,-0.013344485570185657,0.02195915268212715
M517D20200915H07,0.05531854438096089,0.003366588326432977
M519D20200910H19,0.023154574437051777,0.016792132023854833
M520D20200910H17,0.04826899316242987,0.07924014693040964
M521D20200910H17,0.01895141774998073,0.0325065822273311
M522D20200910H18,0.014336397159248,0.02874980586083299
M523D20200910H17,0.010974978176700508,0.038589494544303514
M523D20200916H05,-0.04121408034300119,-0.009204418750794672
M524D20200910H17,0.04843568959575779,0.08619205264431565
M526D20200910H18,0.019054276258608373,0.10684834592246836
M527D20200910H18,0.0354670657741832,0.10484726786204931
M528D20200910H17,0.01980066064290182,0.012737730874822903
M529D20200910H17,0.02266727239658481,0.010804275365056069
M530D20200911H13,0.04425408367693871,-0.0038629661894960424
M531D20200911H12,0.05460645940394352,-0.010452795420468907
M532D20200910H12,0.03156313519421116,-0.005413887552150034
M533D20200910H12,0.08924069570594549,0.013533725655135819
M533D20200913H06,-0.0010887993310179582,0.03479156874145697
M534D20200910H14,0.014421266467479607,0.10537125532246382
M535D20200910H14,0.011023454699244704,-0.012379232705545558
M536D20200910H14,0.009959949371671495,-0.010948357287821607
M537D20200910H14,0.062233333997182144,-0.02563687954168339
M538D20200910H15,0.03718980491836918,-0.012238353202478229
M539D20200910H14,0.01717435126312742,0.009710085302328161
M540D20200910H15,0.11487310761965008,-0.04709275855263419
M541D20200910H15,0.11470450682278055,-0.06491220572653113
M542D20200910H16,-0.005021382660364998,-0.022747630441961812
M543D20200910H15,0.02226422163973896,-0.023008171362233557
M544D20200910H14,0.03962077978113336,-0.01975238822431606
M546D20200910H15,0.014335284331467824,0.01020882661416543
M547D20200910H15,0.04044163950458649,-0.029275104710290385
M548D20200910H14,-0.012713437749160337,-0.016940289085515755
M549D20200910H14,0.0142992747069238,0.0022900530097595454
M550D20200910H14,-0.007282381884723926,-0.030228626803629133
M551D20200910H15,0.03785692807471363,-0.02278415270024482
M552D20200910H11,0.03988454861521721,0.0015497346878265794
M553D20200910H11,0.009598912096027395,-0.02235575163841814
M554D20200910H11,0.0282991742163541,0.049221889607915945
M555D20200910H12,0.06986816888311088,0.06977067949646476
M557D20200910H11,0.025635460706091576,0.0035472885194383305
M558D20200910H11,0.006440548957241124,0.04117460472788315
M559D20200910H12,0.0766933741498813,0.07419779980830568
M560D20200910H12,0.04039294783472629,0.024010733842245877
M562D20200910H15,0.03194046510299475,-0.018078033496501084
M563D20200910H14,0.01121316277451396,-0.003493959890653792
M564D20200910H14,0.02825015464437088,-0.030848346821254497
M565D20200910H14,0.046064072461566206,-0.0213369429605236
M565D20200913H20,-0.10999398920362802,0.039128883295882294
M566D20200910H15,0.053884227655950495,-0.009682289453476801
M567D20200910H15,0.0010040006244677255,0.005862349593074107
M568D20200910H14,0.017293600862204963,0.011055651439863637
M570D20200910H15,0.028745328577230122,-0.016710148436200552
M571D20200910H14,0.02236900750547569,0.05276881793529473
M572D20200910H14,0.07378721050414233,0.07885562611941375
M573D20200910H11,0.058158418002152705,-0.008752705577305423
M574D20200910H11,0.011447644820310937,0.04276431361224465
M575D20200910H11,0.050734977890013105,0.0005434210889804619
M576D20200910H12,0.023714983782537263,0.0038057680871990025
M578D20200910H11,0.029702192611205026,0.026509633717569637
M579D20200910H12,0.000566001613362368,0.03387758618807344
M580D20200910H11,0.006740987515331455,-0.0015607067288246363
M581D20200910H12,0.010968393556509871,-0.007176227981050504
M582D20200910H11,0.004147043465753935,0.05703588181727232
M583D20200910H11,0.0377522864872095,0.025084535295148196
M584D20200910H11,0.03125825645104692,0.007307487520575864
M585D20200910H11,0.01620916098389556,-0.0041918038955580895
M586D20200910H11,0.03269667448755256,0.02714674944074614
M587D20200910H11,0.0012704553790619287,0.008506771189374209
M588D20200910H11,0.07604433834554154,-0.008282544453639558
M588D20200913H04,-0.005568474254463847,0.0006199178146296063
M589D20200911H11,0.03722272755897723,-0.011231059046232271
P001D20200910H11,0.040069862207914,0.014475846042797945
P002D20200911H12,-0.05785276817362566,-0.021097697208104376
P003D20200911H11,0.005394462160598429,-0.00920346969694084
S001D20200910H11,0.03981559875579343,-0.007602997768178883
S002D20200910H11,0.0351096383805735,0.015415472940247987
S003D20200910H11,0.028431495385227008,0.021540102427596526
S004D20200910H12,0.026557267871700298,0.016116219022505734
S005D20200910H12,0.0388538560922644,-0.008257504117181628
S006D20200910H14,0.02937018485767403,0.007543185354265622
S007D20200910H14,0.012137090925452157,-0.004205856881845349
S008D20200910H14,0.02069790728649996,0.010620503140394706
S009D20200910H17,0.016439287141909422,0.011524132724821775
S010D20200910H17,0.022554824353201074,0.012637679744347792
S011D20200910H17,0.03350179160923308,0.011095880441800791
S012D20200911H11,0.006385463969965097,0.006392596730667337
S012D20200918H11,0.0358385700546549,0.018057769754071376
S012D20200921H20,-0.001866596384565689,0.03524124923378149
S012D20200923H05,0.030007937972894128,-0.0019246509928391791
S012D20200925H03,0.039824828814489385,0.0021070971325207345
S013D20200911H11,0.031530124543001865,-0.0007365864093910247
S014D20200911H12,0.035951617466123666,-0.003037817876518229
S015D20200911H12,0.007700506930610154,-0.012871025743490923
S016D20200911H12,0.02330419136322749,0.009010781309917013
S017D20200911H12,0.028772947161195796,0.004549472532298648
S018D20200911H17,0.005627452656695263,-0.01369112168943373
S019D20200911H12,0.02698095583898782,0.003201170539372234
S020D20200911H12,0.03439281488936988,0.005117892313702351
